organism_tidy_name,join,ref,seq,organism_name,ncbi_taxonomy,gtdb_taxonomy,gtdb_representative_of_species,gtdb_type_material,genome_representation,check_m_completeness,check_m_contamination,gc_percentage,genome_size,contig_count,country,date,isolation_source,spanned_gaps,unspanned_gaps,assembly_level,protein_count,gen_bank_assembly_id_accession_version,accession_number,regional_loaction,geographic_feature,environment_detail,tempurature,lat_long,temp_estimate,temp_cat,gyrA,nusA,infC,infA,otsA,dnaK,recA,dnaJ,aceF,deaD,infB,tig,rnr,dnaA,hupB,rbfA,yfiA,pnp,csp,aceE,desA,PsaB,cya_PsbA,PsaA,cya_PsaC,PsbB,PsbC,PsbO,bac_PsbA,D2_PsbD,PsaD,PsaE,bac_PsaC
Synechococcus_sp_CC9902,_000012505.1_,GCF,12505,Synechococcus sp. CC9902,d__Bacteria;p__Cyanobacteria;c__;o__Synechococcales;f__Synechococcaceae;g__Synechococcus;s__,d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__PCC-6307;f__Cyanobiaceae;g__Synechococcus_E;s__Synechococcus_E sp000012505,TRUE,not type material,NA,99.46,0,54.1644816,2234828,NA,NA,1999,NA,NA,NA,Complete Genome,2461,GCA_000012505.1,ASM1250v1,california current,"5 m, eastern pacific ocean",ocean,NA,NA,NA,cold-freezing,2,1,1,1,1,4,1,6,1,8,4,1,2,1,1,1,1,3,0,1,4,2,6,2,1,3,3,1,6,6,1,2,3
Synechococcus_sp_JA-3-3Ab,_000013205.1_,GCF,13205,Synechococcus sp. JA-3-3Ab,d__Bacteria;p__Cyanobacteria;c__;o__Synechococcales;f__Synechococcaceae;g__Synechococcus;s__,d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Thermostichales;f__Thermostichaceae;g__Thermostichus;s__Thermostichus sp000013205,TRUE,type strain of heterotypic synonym,full,100,1.32,60.2373323,2932766,1,USA: Wyoming,2/6/06,top 2mm of microbial mat from collected 51-61 deg C temperature site in the Octopus Spring effluent channel; Yellowstone National Park,0,0,Complete Genome,2750,GCA_000013205.1,ASM1320v1,"USA, Wyoming",Octopus Spring effluent channe,"top 2mm of microbial mat from collected Octopus Spring effluent channel, Yellowstone National Park",51-61 deg C temperature,NA,51-61,warm-hot,2,1,1,1,0,4,1,7,1,8,5,1,2,3,2,1,0,3,0,1,2,2,6,2,1,4,4,1,6,6,1,1,5
Synechococcus_sp_KORDI-100,_000737535.1_,GCF,737535,Synechococcus sp. KORDI-100,d__Bacteria;p__Cyanobacteria;c__;o__Synechococcales;f__Synechococcaceae;g__Synechococcus;s__,d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__PCC-6307;f__Cyanobiaceae;g__Parasynechococcus;s__Parasynechococcus sp000737535,TRUE,not type material,full,99.46,0,57.4980997,2789000,1,Pacific Ocean,8/4/14,seawater,0,0,Complete Genome,3013,GCA_000737535.1,ASM73753v1,Pacific Ocean,NA,marine,NA,"9.265833, 158.401666",15-30,temperate,2,1,1,1,1,4,1,5,1,7,5,1,2,1,1,1,1,3,0,3,1,2,5,2,1,3,3,1,5,5,1,2,3
Synechococcus_sp_KORDI-49,_000737575.1_,GCF,737575,Synechococcus sp. KORDI-49,d__Bacteria;p__Cyanobacteria;c__;o__Synechococcales;f__Synechococcaceae;g__Synechococcus;s__,d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__PCC-6307;f__Cyanobiaceae;g__Parasynechococcus;s__Parasynechococcus sp000737575,TRUE,not type material,full,99.37,0,61.3677787,2585813,1,South Korea: East China Sea,8/4/14,seawater,0,0,Complete Genome,2662,GCA_000737575.1,ASM73757v1,South Korea,"Pacific Ocean, East China Sea","seawater, 20 M depth",3.446,"32.5, 126",3.446,cold-freezing,2,1,1,1,1,4,1,5,1,9,5,1,2,1,1,1,1,3,0,1,4,2,5,2,1,2,2,1,5,5,1,1,2
Synechococcus_sp_KORDI-52,_000737595.1_,GCF,737595,Synechococcus sp. KORDI-52,d__Bacteria;p__Cyanobacteria;c__;o__Synechococcales;f__Synechococcaceae;g__Synechococcus;s__,d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__PCC-6307;f__Cyanobiaceae;g__Parasynechococcus;s__Parasynechococcus sp000737595,TRUE,not type material,full,100,0,59.0852734,2572069,1,South Korea: East China Sea,8/4/14,seawater,0,0,Complete Genome,2774,GCA_000737595.1,ASM73759v1,South Korea,"Pacific Ocean, East China Sea","seawater, 30 m depth",14.5,"32, 126.75",14.5,cold-freezing,2,1,1,1,1,4,1,5,1,7,5,1,2,1,1,1,1,3,0,1,1,2,5,2,1,2,2,1,5,5,1,1,4
Synechococcus_sp_LTW-R,_014217875.1_,GCF,14217875,Synechococcus sp. LTW-R,d__Bacteria;p__Cyanobacteria;c__;o__Synechococcales;f__Synechococcaceae;g__Synechococcus;s__,d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__PCC-6307;f__Cyanobiaceae;g__Vulcanococcus;s__Vulcanococcus sp014217875,TRUE,not type material,NA,100,0.27,62.5626725,2415533,NA,NA,2014,NA,NA,NA,Complete Genome,2608,GCA_014217875.1,ASM1421787v1,NA,Pearl River estuary,NA,NA,"LTW (114.129¡E, 22.223¡N)",NA,temperate,2,1,1,1,1,5,1,5,1,10,5,1,2,1,1,1,1,3,0,1,4,2,7,2,1,2,2,1,7,7,1,1,3
Synechococcus_sp_M16_1,_014279895.1_,GCF,14279895,Synechococcus sp. M16.1,d__Bacteria;p__Cyanobacteria;c__;o__Synechococcales;f__Synechococcaceae;g__Synechococcus;s__,d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__PCC-6307;f__Cyanobiaceae;g__Synechococcus_E;s__Synechococcus_E sp002724845,TRUE,not type material,NA,99.46,0,61.360757,2112236,NA,NA,NA,NA,NA,NA,Complete Genome,2416,GCA_014279895.1,ASM1427989v1,NA,NA,NA,NA,NA,NA,NA,2,1,1,1,1,4,1,5,1,7,5,1,2,1,1,1,1,3,0,1,3,2,5,2,1,2,2,1,5,5,1,1,4
Synechococcus_sp_MEDNS5,_014279875.1_,GCF,14279875,Synechococcus sp. MEDNS5,d__Bacteria;p__Cyanobacteria;c__;o__Synechococcales;f__Synechococcaceae;g__Synechococcus;s__,d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__PCC-6307;f__Cyanobiaceae;g__Synechococcus_C;s__Synechococcus_C sp002172935,TRUE,not type material,NA,99.18,0,59.0870035,2435869,NA,NA,NA,NA,NA,NA,Complete Genome,2603,GCA_014279875.1,ASM1427987v1,NA,NA,NA,NA,NA,NA,NA,2,1,1,1,1,4,1,6,1,8,4,1,2,1,1,1,1,4,0,1,4,2,6,2,1,2,2,1,6,6,1,1,4
Synechococcus_sp_Minos11,_014279855.1_,GCF,14279855,Synechococcus sp. Minos11,d__Bacteria;p__Cyanobacteria;c__;o__Synechococcales;f__Synechococcaceae;g__Synechococcus;s__,d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__PCC-6307;f__Cyanobiaceae;g__RCC307;s__RCC307 sp000063525,FALSE,not type material,NA,99.64,0,60.4613668,2284343,NA,NA,NA,NA,NA,NA,Complete Genome,2562,GCA_014279855.1,ASM1427985v1,NA,NA,NA,NA,NA,NA,NA,2,1,1,1,1,4,1,5,1,8,4,1,2,1,1,1,1,3,0,1,3,2,6,2,1,2,2,1,6,6,1,1,3
Synechococcus_sp_MIT_S9220,_014304815.1_,GCF,14304815,Synechococcus sp. MIT S9220,d__Bacteria;p__Cyanobacteria;c__;o__Synechococcales;f__Synechococcaceae;g__Synechococcus;s__,d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__PCC-6307;f__Cyanobiaceae;g__Synechococcus_C;s__Synechococcus_C sp001632165,TRUE,not type material,NA,99.73,0.27,56.3697753,2424175,NA,NA,NA,NA,NA,NA,Complete Genome,2719,GCA_014304815.1,ASM1430481v1,NA,NA,Tropical Atlantic at a depth of 105m,NA,"0, -140",NA,cold-freezing,2,1,1,1,1,4,1,5,1,8,5,1,2,1,1,1,1,4,0,1,3,1,5,1,1,3,3,1,5,5,1,1,3
Synechococcus_sp_MVIR-18-1,_014279835.1_,GCF,14279835,Synechococcus sp. MVIR-18-1,d__Bacteria;p__Cyanobacteria;c__;o__Synechococcales;f__Synechococcaceae;g__Synechococcus;s__,d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__PCC-6307;f__Cyanobiaceae;g__Synechococcus_C;s__Synechococcus_C sp014279835,TRUE,not type material,NA,99.32,0,53.4346612,2451974,NA,NA,NA,NA,NA,NA,Complete Genome,2685,GCA_014279835.1,ASM1427983v1,NA,NA,NA,NA,NA,NA,NA,2,1,1,1,1,5,1,6,1,8,5,1,2,1,1,1,1,3,0,0,3,2,7,2,0,3,3,1,7,7,1,1,1
Synechococcus_sp_NIES-970,_002356215.1_,GCF,2356215,Synechococcus sp. NIES-970,d__Bacteria;p__Cyanobacteria;c__;o__Synechococcales;f__Synechococcaceae;g__Synechococcus;s__,d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Cyanobacteriaceae;g__Limnothrix;s__Limnothrix sp002356215,TRUE,not type material,NA,99.34,0.55,49.4239657,3123859,NA,NA,NA,NA,NA,NA,Complete Genome,2953,GCA_002356215.1,ASM235621v1,japan,"Kagoshima, Tokunoshima Island, Rikuhama beach",NA,NA,NA,NA,temperate,2,1,1,1,1,5,1,6,1,9,5,1,2,1,1,1,0,3,0,0,5,2,4,2,1,3,3,1,4,4,1,1,5
Synechococcus_sp_NOUM97013,_014279815.1_,GCF,14279815,Synechococcus sp. NOUM97013,d__Bacteria;p__Cyanobacteria;c__;o__Synechococcales;f__Synechococcaceae;g__Synechococcus;s__,d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__PCC-6307;f__Cyanobiaceae;g__Synechococcus_C;s__Synechococcus_C sp014279815,TRUE,not type material,NA,99.46,0.23,58.8177985,2552712,NA,NA,NA,NA,NA,NA,Complete Genome,2753,GCA_014279815.1,ASM1427981v1,NA,NA,NA,NA,NA,NA,NA,2,1,1,1,1,4,1,5,1,7,5,1,2,1,1,1,1,3,0,1,5,2,5,2,1,2,2,1,5,5,1,1,2
Synechococcus_sp_PCC_6312,_000316685.1_,GCF,316685,Synechococcus sp. PCC 6312,d__Bacteria;p__Cyanobacteria;c__;o__Synechococcales;f__Synechococcaceae;g__Synechococcus;s__,d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Thermosynechococcales;f__Thermosynechococcaceae;g__PCC-6312;s__PCC-6312 sp000316685,TRUE,type strain of heterotypic synonym,full,99.29,0,48.5047033,3720499,2,USA: California,12/4/12,fresh water,0,0,Complete Genome,3706,GCA_000316685.1,ASM31668v1,"California, USA",NA,Fresh water,NA,NA,NA,NA,2,1,1,1,0,6,1,7,1,8,5,1,2,1,2,1,0,2,0,1,3,2,4,2,1,3,3,1,4,4,1,1,5
Synechococcus_sp_PCC_7003,_001693255.1_,GCF,1693255,Synechococcus sp. PCC 7003,d__Bacteria;p__Cyanobacteria;c__;o__Synechococcales;f__Synechococcaceae;g__Synechococcus;s__,d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Cyanobacteriaceae;g__Limnothrix;s__Limnothrix sp001693255,TRUE,not type material,NA,100,0,49.2614986,3345085,NA,NA,2010,NA,NA,NA,Complete Genome,3177,GCA_001693255.1,ASM169325v1,USA,university park,NA,NA,NA,NA,NA,2,1,1,1,1,5,1,7,1,9,4,1,2,1,1,1,0,3,0,0,5,2,5,2,1,2,2,1,5,5,1,1,5
Synechococcus_sp_PCC_7117,_001693275.1_,GCF,1693275,Synechococcus sp. PCC 7117,d__Bacteria;p__Cyanobacteria;c__;o__Synechococcales;f__Synechococcaceae;g__Synechococcus;s__,d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Cyanobacteriaceae;g__Limnothrix;s__Limnothrix sp001693275,TRUE,not type material,NA,100,0,49.1263515,3432101,NA,NA,2010,NA,NA,NA,Complete Genome,3273,GCA_001693275.1,ASM169327v1,USA,university park,NA,NA,NA,NA,NA,2,1,1,1,1,5,1,7,1,10,4,1,2,1,1,1,0,3,0,0,6,2,5,2,1,3,3,1,5,5,1,1,5
Synechococcus_sp_PCC_73109,_001521855.1_,GCF,1521855,Synechococcus sp. PCC 73109,d__Bacteria;p__Cyanobacteria;c__;o__Synechococcales;f__Synechococcaceae;g__Synechococcus;s__,d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Cyanobacteriaceae;g__Limnothrix;s__Limnothrix sp001693275,FALSE,not type material,NA,99.78,0,49.3446158,3298676,NA,NA,2010,NA,NA,NA,Complete Genome,3144,GCA_001521855.1,ASM152185v1,USA,university park,pelagic marine,NA,NA,NA,NA,2,1,1,1,1,5,1,7,1,12,4,1,2,1,1,1,0,3,1,0,6,2,5,2,1,3,3,1,5,5,1,1,5
Synechococcus_sp_PCC_7502,_000317085.1_,GCF,317085,Synechococcus sp. PCC 7502,d__Bacteria;p__Cyanobacteria;c__;o__Synechococcales;f__Synechococcaceae;g__Synechococcus;s__,d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Pseudanabaenales;f__Pseudanabaenaceae;g__PCC-7502;s__PCC-7502 sp000317085,TRUE,type strain of heterotypic synonym,full,99.76,0,40.6211397,3583735,3,Switzerland,12/5/12,sphagnum bog,0,0,Complete Genome,3673,GCA_000317085.1,ASM31708v1,Switzerland,sphagnum bog,bog,NA,NA,NA,NA,2,1,1,1,1,7,1,7,1,7,5,1,2,3,2,1,0,3,0,1,6,2,3,2,1,2,2,1,3,3,1,1,4
Synechococcus_sp_PCC_8807,_001693295.1_,GCF,1693295,Synechococcus sp. PCC 8807,d__Bacteria;p__Cyanobacteria;c__;o__Synechococcales;f__Synechococcaceae;g__Synechococcus;s__,d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Cyanobacteriaceae;g__Limnothrix;s__Limnothrix sp001693275,FALSE,not type material,NA,100,0,49.3706281,3304088,NA,NA,2010,NA,NA,NA,Complete Genome,3183,GCA_001693295.1,ASM169329v1,USA,university park,pelagic marine,NA,NA,NA,NA,2,1,1,1,1,5,1,7,1,9,4,1,2,1,1,1,0,3,0,0,5,2,5,2,1,3,3,1,5,5,1,1,5
Synechococcus_sp_PROS-7-1,_014279795.1_,GCF,14279795,Synechococcus sp. PROS-7-1,d__Bacteria;p__Cyanobacteria;c__;o__Synechococcales;f__Synechococcaceae;g__Synechococcus;s__,d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__PCC-6307;f__Cyanobiaceae;g__Synechococcus_C;s__Synechococcus_C sp014279795,TRUE,not type material,NA,99.73,0.27,59.2675944,2565218,NA,NA,NA,NA,NA,NA,Complete Genome,2742,GCA_014279795.1,ASM1427979v1,NA,NA,NA,NA,NA,NA,NA,2,1,1,1,1,4,1,5,1,9,5,1,2,1,1,1,1,4,0,2,5,2,6,2,1,2,2,1,6,6,1,1,4
Synechococcus_sp_PROS-9-1,_014279775.1_,GCF,14279775,Synechococcus sp. PROS-9-1,d__Bacteria;p__Cyanobacteria;c__;o__Synechococcales;f__Synechococcaceae;g__Synechococcus;s__,d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__PCC-6307;f__Cyanobiaceae;g__Synechococcus_C;s__Synechococcus_C sp002500205,TRUE,not type material,NA,99.32,0,53.8882292,2273940,NA,NA,NA,NA,NA,NA,Complete Genome,2481,GCA_014279775.1,ASM1427977v1,NA,NA,NA,NA,NA,NA,NA,2,1,1,1,1,4,1,6,1,7,5,1,2,2,1,1,1,3,0,0,3,2,6,2,1,2,2,1,6,6,1,1,2
Synechococcus_sp_PROS-U-1,_014279755.1_,GCF,14279755,Synechococcus sp. PROS-U-1,d__Bacteria;p__Cyanobacteria;c__;o__Synechococcales;f__Synechococcaceae;g__Synechococcus;s__,d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__PCC-6307;f__Cyanobiaceae;g__Synechococcus_E;s__Synechococcus_E sp014279755,TRUE,not type material,NA,99.46,0.14,58.3811432,2576003,NA,NA,NA,NA,NA,NA,Complete Genome,2806,GCA_014279755.1,ASM1427975v1,NA,NA,NA,NA,NA,NA,NA,2,1,1,1,1,4,1,5,1,7,5,1,2,1,1,1,1,4,0,1,4,2,6,2,1,3,3,1,6,6,1,1,4
Synechococcus_sp_RCC307,_000063525.1_,GCF,63525,Synechococcus sp. RCC307,d__Bacteria;p__Cyanobacteria;c__;o__Synechococcales;f__Synechococcaceae;g__Synechococcus;s__,d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__PCC-6307;f__Cyanobiaceae;g__RCC307;s__RCC307 sp000063525,TRUE,not type material,NA,99.64,0,60.8435026,2224914,NA,NA,1996,NA,NA,NA,NA,NA,GCA_000063525.1,ASM6352v1,NA,Seawater from the Mediterranean Sea,15 m,18.958,"39.166667, 6.166667",18.958,temperate,2,1,1,1,1,4,1,5,1,8,4,1,2,1,1,1,1,3,0,1,4,2,6,2,1,2,2,1,6,6,1,1,3
Synechococcus_sp_ROS8604,_014279655.1_,GCF,14279655,Synechococcus sp. ROS8604,d__Bacteria;p__Cyanobacteria;c__;o__Synechococcales;f__Synechococcaceae;g__Synechococcus;s__,d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__PCC-6307;f__Cyanobiaceae;g__Synechococcus_C;s__Synechococcus_C sp000230675,FALSE,not type material,NA,99.46,0,53.9637402,2876904,NA,NA,NA,NA,NA,NA,Complete Genome,3244,GCA_014279655.1,ASM1427965v1,NA,NA,NA,NA,NA,NA,NA,2,1,1,1,1,5,1,6,1,11,5,1,2,1,1,1,1,3,0,0,3,2,9,2,1,2,2,1,9,9,1,1,2
Synechococcus_sp_RS9902,_014279635.1_,GCF,14279635,Synechococcus sp. RS9902,d__Bacteria;p__Cyanobacteria;c__;o__Synechococcales;f__Synechococcaceae;g__Synechococcus;s__,d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__PCC-6307;f__Cyanobiaceae;g__Synechococcus_E;s__Synechococcus_E sp002724845,FALSE,not type material,NA,100,0.27,59.7735708,2481217,NA,NA,NA,NA,NA,NA,Complete Genome,2713,GCA_014279635.1,ASM1427963v1,NA,NA,NA,NA,NA,NA,NA,2,1,1,1,1,4,1,5,1,7,5,1,2,1,1,1,1,3,0,1,2,2,5,2,1,2,2,1,5,5,1,1,4
Synechococcus_sp_RS9907,_014279615.1_,GCF,14279615,Synechococcus sp. RS9907,d__Bacteria;p__Cyanobacteria;c__;o__Synechococcales;f__Synechococcaceae;g__Synechococcus;s__,d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__PCC-6307;f__Cyanobiaceae;g__Synechococcus_E;s__Synechococcus_E sp002724845,FALSE,not type material,NA,99.73,0.27,60.359191,2581635,NA,NA,NA,NA,NA,NA,Complete Genome,2812,GCA_014279615.1,ASM1427961v1,NA,NA,NA,NA,NA,NA,NA,2,1,1,1,1,4,1,5,1,7,5,1,2,1,1,1,1,3,0,1,3,2,6,2,1,2,2,1,6,6,1,1,4
Synechococcus_sp_RS9909,_014279595.1_,GCF,14279595,Synechococcus sp. RS9909,d__Bacteria;p__Cyanobacteria;c__;o__Synechococcales;f__Synechococcaceae;g__Synechococcus;s__,d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__PCC-6307;f__Cyanobiaceae;g__Synechococcus_C;s__Synechococcus_C sp000153065,TRUE,not type material,NA,100,0,64.4399192,2603169,NA,NA,NA,NA,NA,NA,Complete Genome,2739,GCA_014279595.1,ASM1427959v1,NA,NA,NA,NA,NA,NA,NA,2,1,1,1,1,4,1,5,1,9,5,1,2,1,1,1,2,3,0,1,4,2,6,2,1,2,2,1,6,6,1,1,4
Synechococcus_sp_RSCCF101,_008807075.1_,GCF,8807075,Synechococcus sp. RSCCF101,d__Bacteria;p__Cyanobacteria;c__;o__Synechococcales;f__Synechococcaceae;g__Synechococcus;s__,d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__PCC-6307;f__Cyanobiaceae;g__RSCCF101;s__RSCCF101 sp008807075,TRUE,not type material,NA,98.91,1.63,67.9814048,2984853,NA,NA,NA,NA,NA,NA,Complete Genome,2925,GCA_008807075.1,ASM880707v1,Saudi Arabia: Red Sea,Saudi Arabia: Red Sea,water,NA,"20.33, 38.85",NA,temperate,2,1,1,1,1,4,1,5,1,9,5,1,2,1,1,1,1,3,0,1,7,3,6,3,1,2,2,1,6,6,1,1,5
Synechococcus_sp_SYN20,_014279555.1_,GCF,14279555,Synechococcus sp. SYN20,d__Bacteria;p__Cyanobacteria;c__;o__Synechococcales;f__Synechococcaceae;g__Synechococcus;s__,d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__PCC-6307;f__Cyanobiaceae;g__Synechococcus_C;s__Synechococcus_C sp014279835,FALSE,not type material,NA,99.46,0.54,53.4223427,2728628,NA,NA,NA,NA,NA,NA,Complete Genome,3014,GCA_014279555.1,ASM1427955v1,NA,NA,NA,NA,NA,NA,NA,2,1,1,1,1,5,1,6,1,8,6,1,2,2,1,1,1,3,0,0,4,2,7,2,1,2,2,1,7,7,1,1,2
Synechococcus_sp_SynAce01,_001885215.1_,GCF,1885215,Synechococcus sp. SynAce01,d__Bacteria;p__Cyanobacteria;c__;o__Synechococcales;f__Synechococcaceae;g__Synechococcus;s__,d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__PCC-6307;f__Cyanobiaceae;g__QBMD01;s__QBMD01 sp001885215,TRUE,not type material,full,99.73,0,63.9157009,2750634,1,Antarctica: Ace Lake; Vestfold Hills,11/22/16,water,0,0,Complete Genome,2897,GCA_001885215.1,ASM188521v1,Antarctica,"Ace Lake, Vestfold Hills",NA,NA,"negative 68.27, 78.12",-7,cold-freezing,2,1,1,1,1,4,1,6,1,11,5,1,2,2,1,1,0,4,0,0,9,2,8,2,1,3,3,1,8,8,1,1,5
Synechococcus_sp_TAK9802,_014279535.1_,GCF,14279535,Synechococcus sp. TAK9802,d__Bacteria;p__Cyanobacteria;c__;o__Synechococcales;f__Synechococcaceae;g__Synechococcus;s__,d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__PCC-6307;f__Cyanobiaceae;g__Synechococcus_E;s__Synechococcus_E sp002724845,FALSE,not type material,NA,100,0.27,60.7603929,2190394,NA,NA,NA,NA,NA,NA,Complete Genome,2523,GCA_014279535.1,ASM1427953v1,NA,NA,NA,NA,NA,NA,NA,2,1,1,1,1,4,1,5,1,7,5,1,2,1,1,1,1,3,0,1,2,2,6,2,1,2,3,1,6,6,1,2,4
Synechococcus_sp_UTEX_2973,_000817325.1_,GCF,817325,Synechococcus sp. UTEX 2973,d__Bacteria;p__Cyanobacteria;c__;o__Synechococcales;f__Synechococcaceae;g__Synechococcus;s__,d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Synechococcales;f__Synechococcaceae;g__Synechococcus;s__Synechococcus elongatus,FALSE,not type material,NA,99.73,0,55.4356404,2744626,NA,NA,NA,NA,NA,NA,Complete Genome,2728,GCA_000817325.1,ASM81732v1,NA,NA,NA,NA,NA,NA,NA,2,1,1,1,0,5,1,5,1,7,4,1,3,1,2,1,0,3,0,1,2,2,5,2,1,3,3,1,5,5,1,1,6
Synechococcus_sp_WH_7803,_000063505.1_,GCA,63505,Synechococcus sp. WH 7803,d__Bacteria;p__Cyanobacteria;c__;o__Synechococcales;f__Synechococcaceae;g__Synechococcus;s__,d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__PCC-6307;f__Cyanobiaceae;g__Synechococcus_C;s__Synechococcus_C sp000063505,TRUE,not type material,NA,99.18,0,60.2360392,2366980,NA,NA,1978,NA,NA,NA,Complete Genome,2558,GCA_000063505.1,GCA_000063505.1,Atlantic ocean,"Sargasso Sea, North Atlantic",26m depth,20.653,"33.7423, -67.4913",20.653,temperate,2,1,1,1,1,4,1,6,1,8,5,1,2,1,1,1,1,4,0,1,4,2,6,2,1,2,2,1,6,6,1,1,3
Synechococcus_sp_WH_8016,_000230675.1_,GCF,230675,Synechococcus sp. WH 8016,d__Bacteria;p__Cyanobacteria;c__;o__Synechococcales;f__Synechococcaceae;g__Synechococcus;s__,d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__PCC-6307;f__Cyanobiaceae;g__Synechococcus_C;s__Synechococcus_C sp000230675,TRUE,not type material,full,99.18,0,54.0944686,2694843,16,USA: Woods Hole; MA,10/14/11,Woods Hole; MA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0-15,cold-freezing,2,1,1,1,1,5,1,6,1,8,6,1,2,1,1,1,1,3,0,0,3,2,7,2,1,2,2,1,7,6,0,1,2
Synechococcus_sp_WH_8020,_001040845.1_,GCF,1040845,Synechococcus sp. WH 8020,d__Bacteria;p__Cyanobacteria;c__;o__Synechococcales;f__Synechococcaceae;g__Synechococcus;s__,d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__PCC-6307;f__Cyanobiaceae;g__Synechococcus_C;s__Synechococcus_C sp001040845,TRUE,not type material,full,99.73,0.27,53.1400296,2661166,10,Atlantic Ocean,6/26/15,water sample,10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,1,1,5,1,6,1,10,5,1,2,1,1,1,1,3,0,0,3,2,3,2,0,3,3,1,3,4,0,1,1
Synechococcus_sp_WH_8101,_014304795.1_,GCF,14304795,Synechococcus sp. WH 8101,d__Bacteria;p__Cyanobacteria;c__;o__Synechococcales;f__Synechococcaceae;g__Synechococcus;s__,d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__PCC-6307;f__Cyanobiaceae;g__Synechococcus_C;s__Synechococcus_C sp004209775,FALSE,not type material,NA,100,0.82,63.3450031,2623023,NA,NA,NA,NA,NA,NA,Complete Genome,2791,GCA_014304795.1,ASM1430479v1,NA,NA,NA,NA,NA,NA,NA,2,1,1,1,1,4,1,6,1,9,5,1,2,1,1,1,2,3,0,1,3,2,6,2,1,2,2,1,6,6,1,1,4
Synechococcus_sp_WH_8101,_004209775.1_,GCF,4209775,Synechococcus sp. WH 8101,d__Bacteria;p__Cyanobacteria;c__;o__Synechococcales;f__Synechococcaceae;g__Synechococcus;s__,d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__PCC-6307;f__Cyanobiaceae;g__Synechococcus_C;s__Synechococcus_C sp004209775,TRUE,not type material,NA,100,0.82,63.3353635,2630292,NA,NA,1981-12-31/1980-12-31,NA,NA,NA,Complete Genome,2798,GCA_004209775.1,ASM420977v1,"USA Woods Hole, MA","Woods Hole, MA",coastal seawater,NA,NA,0-15,cold-freezing,2,1,1,1,1,4,1,6,1,9,5,1,2,1,1,1,2,3,0,1,3,2,6,2,1,2,2,1,6,6,1,1,4
Synechococcus_sp_WH_8102,_000195975.1_,GCF,195975,Synechococcus sp. WH 8102,d__Bacteria;p__Cyanobacteria;c__;o__Synechococcales;f__Synechococcaceae;g__Synechococcus;s__,d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__PCC-6307;f__Cyanobiaceae;g__Synechococcus_E;s__Synechococcus_E sp000195975,TRUE,not type material,NA,99.46,0,59.4126012,2434428,NA,NA,1981,NA,NA,NA,Complete Genome,2719,GCA_000195975.1,ASM19597v1,"Atlantic Ocean, Sargasso Sea from Oceanus cruise 92",Tropical Atlantic Ocean,"marine, aquatic",NA,"22.495, -65.6",NA,temperate,2,1,1,1,1,4,1,6,1,7,5,1,2,1,1,1,1,3,0,1,4,2,6,2,1,2,2,1,6,6,1,1,2
